MSSubClass,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,BsmtFinSF2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,PavedDrive,MiscVal,EnclosedPorch,SalePrice
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,FuseA,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,214,124000
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,HdBoard,Plywood,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Fa,Typ,Gd,Attchd,TA,TA,Y,0,0,149900
20,AllPub,Crawfor,Norm,Norm,1Fam,1Story,7,Stone,Stone,TA,TA,PConc,TA,TA,ALQ,GLQ,547,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,280,230000
30,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,8,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,96,120500
60,AllPub,NAmes,Norm,Norm,1Fam,2Story,6,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,201800
20,AllPub,Veenker,Norm,Norm,1Fam,1Story,8,Plywood,Plywood,Gd,Gd,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,0,218000
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,8,BrkFace,BrkFace,TA,Gd,PConc,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,1,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,179900
120,AllPub,NridgHt,Norm,Norm,Twnhs,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,230000
20,AllPub,Somerst,Feedr,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,235128
60,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,Gd,TA,Y,0,0,185000
160,AllPub,NPkVill,Norm,Norm,Twnhs,2Story,5,Plywood,Brk Cmn,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,146000
20,AllPub,Crawfor,PosN,Norm,1Fam,1Story,7,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,Y,0,0,224000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Po,Attchd,TA,TA,Y,0,0,129000
90,AllPub,Sawyer,Feedr,Norm,Duplex,SFoyer,4,Plywood,Plywood,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,CarPort,Fa,TA,Y,0,0,108959
80,AllPub,Veenker,Feedr,Norm,1Fam,SLvl,7,Plywood,Plywood,TA,TA,PConc,Gd,TA,ALQ,Rec,391,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,194000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,233170
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,245350
60,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,173000
70,AllPub,Edwards,Norm,Norm,1Fam,2Story,7,Stucco,Stucco,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Basment,TA,TA,Y,0,0,235000
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,Gd,Gd,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,625000
80,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,6,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Po,Attchd,TA,TA,Y,0,0,171000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,1400,0,163000
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,171900
50,AllPub,ClearCr,Norm,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,BLQ,469,GasA,TA,Y,SBrkr,479,0,1,Ex,Maj1,Gd,NA,NA,NA,Y,0,0,200500
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,239000
50,AllPub,NoRidge,Norm,Norm,1Fam,1.5Fin,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,285000
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,HdBoard,Plywood,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,119500
50,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,8,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,N,0,116,115000
50,AllPub,Crawfor,Norm,Norm,1Fam,1.5Fin,6,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,Fa,TA,Y,0,102,154900
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Min2,Gd,NA,NA,NA,N,0,190,93000
60,AllPub,Timber,Norm,Norm,1Fam,2Story,5,MetalSd,MetalSd,TA,TA,Wood,Gd,TA,LwQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,250000
120,AllPub,Crawfor,Norm,Norm,TwnhsE,1Story,5,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,392500
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,Wd Sdng,ImStucc,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,TA,Attchd,TA,TA,Y,0,0,745000
30,AllPub,OldTown,Norm,Norm,1Fam,1Story,6,Stucco,Stucco,TA,TA,BrkTil,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,120000
20,AllPub,Timber,Norm,Norm,1Fam,1Story,4,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,2Types,TA,TA,Y,0,0,186700
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,7,AsbShng,AsbShng,TA,Gd,BrkTil,TA,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,236,104900
190,AllPub,OldTown,Artery,Artery,2fmCon,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,Fa,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,CarPort,Fa,Fa,Y,0,0,95000
20,AllPub,NoRidge,Norm,Norm,1Fam,1Story,5,ImStucc,ImStucc,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,192,262000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,195000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,189000
190,AllPub,Mitchel,Norm,Norm,2fmCon,1Story,4,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,2Types,TA,TA,Y,0,0,168000
160,AllPub,Somerst,Norm,Norm,Twnhs,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,174000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,8,VinylSd,VinylSd,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,Fa,P,0,84,125000
120,AllPub,Mitchel,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,165000
60,AllPub,Sawyer,Norm,Norm,1Fam,2Story,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,158000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,176000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,219210
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,6,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,330,144000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,178000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Po,Attchd,TA,TA,Y,0,0,148000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,116050
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,197900
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,8,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Fa,Detchd,TA,TA,N,0,208,117000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,213000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,153500
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,7,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,ALQ,BLQ,177,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,271900
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,4,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,107000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,200000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Rec,BLQ,108,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,140000
20,AllPub,Somerst,RRNn,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,290000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,Wd Sdng,Wd Sdng,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,400,0,189000
50,AllPub,Gilbert,Norm,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,Gd,TA,Wood,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Basment,TA,TA,Y,0,0,164000
30,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,N,0,0,113000
80,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,9,VinylSd,VinylSd,TA,Gd,CBlock,TA,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,145000
85,AllPub,NAmes,Norm,Norm,1Fam,SFoyer,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,134500
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Rec,LwQ,374,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,125000
90,AllPub,Sawyer,RRAe,Norm,Duplex,1.5Fin,5,VinylSd,VinylSd,TA,TA,Slab,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Attchd,TA,TA,Y,0,0,112000
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,229456
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,5,AsbShng,AsbShng,TA,TA,Slab,NA,NA,NA,NA,0,GasA,Gd,N,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,0,80500
160,AllPub,BrDale,Norm,Norm,Twnhs,2Story,5,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,0,91500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,LwQ,600,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,115000
20,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,LwQ,492,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,134000
50,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,143000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,3,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,LwQ,Unf,0,GasA,TA,N,FuseA,0,0,1,TA,Mod,NA,Detchd,TA,TA,Y,0,0,137900
60,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,184000
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,8,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,145000
60,AllPub,Somerst,Feedr,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,214000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,8,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,147000
120,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,5,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,367294
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,BrkFace,HdBoard,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Maj1,NA,Basment,TA,TA,Y,0,0,127000
90,AllPub,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,Plywood,Plywood,TA,TA,CBlock,Gd,TA,GLQ,Rec,211,GasA,Ex,Y,SBrkr,0,0,2,TA,Typ,TA,BuiltIn,TA,TA,N,8300,145,190000
90,AllPub,NAmes,Norm,Norm,Duplex,SLvl,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,132500
90,AllPub,NAmes,Norm,Norm,Duplex,1Story,5,HdBoard,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,CarPort,TA,TA,Y,0,0,101800
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,Plywood,Plywood,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,142000
70,AllPub,SWISU,Norm,Norm,1Fam,2Story,6,MetalSd,MetalSd,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,TA,N,FuseA,0,0,1,TA,Typ,NA,NA,NA,NA,N,0,0,130000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,5,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,Unf,Unf,0,GasA,Gd,Y,FuseF,0,0,1,TA,Typ,NA,Detchd,Fa,Fa,N,0,0,138887
160,AllPub,NridgHt,Norm,Norm,Twnhs,2Story,5,VinylSd,Wd Shng,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,BuiltIn,TA,TA,Y,0,0,175500
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,195000
20,AllPub,SawyerW,RRAe,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,142500
20,AllPub,Timber,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,265900
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,224900
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,6,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,248328
85,AllPub,NWAmes,Norm,Norm,1Fam,SFoyer,6,Plywood,Plywood,TA,TA,CBlock,Gd,TA,GLQ,LwQ,168,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,170000
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,Gd,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,465000
70,AllPub,Crawfor,Norm,Norm,1Fam,2Story,7,BrkFace,Stucco,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Fa,Y,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,Y,0,0,230000
80,AllPub,NWAmes,Norm,Norm,1Fam,SLvl,7,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,BuiltIn,TA,TA,Y,0,0,178000
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,186500
80,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,169900
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,5,AsbShng,AsbShng,TA,TA,BrkTil,Gd,TA,Rec,Unf,0,OthW,Fa,N,SBrkr,0,0,1,TA,Typ,Gd,Detchd,Fa,Fa,P,0,259,129500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Rec,96,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,119000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,BrkFace,BrkFace,Gd,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,TA,Attchd,TA,TA,Y,0,0,244000
120,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,5,VinylSd,Wd Shng,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,171750
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,600,0,130000
60,AllPub,Veenker,Norm,Norm,1Fam,2Story,7,Wd Sdng,Wd Sdng,Gd,TA,CBlock,TA,TA,LwQ,ALQ,1031,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,294000
60,AllPub,Edwards,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,165400
50,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,LwQ,Unf,0,GasA,TA,Y,FuseA,0,0,1,TA,Typ,Gd,Detchd,TA,TA,Y,0,0,127500
20,AllPub,NoRidge,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,301500
30,AllPub,Edwards,Feedr,Norm,1Fam,1Story,8,Wd Sdng,Wd Sdng,TA,TA,PConc,Fa,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,Y,0,0,99900
